employee_id,employee_name,hire_date,salary,performance_score,manager_id,is_active,hire_year,hire_month,hire_quarter,hire_dayofweek,hire_day,hire_is_month_start,hire_is_month_end,tenure_days,salary_performance_ratio,department_frequency,level_frequency,region_frequency,department_Customer Success,department_Executive,department_Finance,department_IT,department_Marketing,department_Operations,department_Sales,department_Supply Chain,level_Director,level_Junior,level_Lead,level_Mid,level_Senior,level_VP,region_Asia Pacific,region_Europe,region_Latin America,region_Middle East & Africa,region_North America,salary_robust_scaled,performance_score_robust_scaled,tenure_days_robust_scaled
EMP-00134,Employee 0134,2023-04-14 00:00:00+00:00,109397,81.28,EMP-00004,1,2023,4,2,4,14,0,0,1209,1345.927657480315,0.10952380952380952,0.2261904761904762,0.20714285714285716,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5749192960630718,0.26098996192454094,0.7740963855421686
EMP-00135,Employee 0135,2023-11-02 00:00:00+00:00,295003,68.06,EMP-00008,1,2023,11,4,3,2,0,0,1007,4334.454892741698,0.1380952380952381,0.20238095238095238,0.1976190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8160624722477756,-0.6542056074766354,0.3684738955823293
EMP-00136,Employee 0136,2023-10-19 00:00:00+00:00,284948,69.54,EMP-00003,1,2023,10,4,3,19,0,0,1021,4097.612884670692,0.10952380952380952,0.20238095238095238,0.1976190476190476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7407075716499201,-0.5517480096919346,0.3965863453815261
EMP-00137,Employee 0137,2025-02-17 00:00:00+00:00,204366,69.08,EMP-00003,1,2025,2,1,0,17,0,0,534,2958.39606253619,0.13095238095238096,0.20238095238095238,0.20714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1368041803046796,-0.5835929387331258,-0.5813253012048193
EMP-00138,Employee 0138,2024-02-02 00:00:00+00:00,228560,70.57,EMP-00008,1,2024,2,1,4,2,0,0,915,3238.7700155873604,0.10952380952380952,0.15,0.22857142857142856,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3181205865766355,-0.4804430598823128,0.18373493975903615
EMP-00139,Employee 0139,2024-11-21 00:00:00+00:00,48336,84.49,EMP-00004,1,2024,11,4,3,21,0,0,622,572.0913717599716,0.12142857142857143,0.15,0.20714285714285716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0325270121650763,0.48321218414676265,-0.4046184738955823
EMP-00140,Employee 0140,2024-08-22 00:00:00+00:00,250157,73.88,EMP-00001,1,2024,8,3,3,22,0,0,713,3385.9907958852195,0.10952380952380952,0.30238095238095236,0.20714285714285716,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4799743695912437,-0.25129802699896214,-0.22188755020080322
EMP-00141,Employee 0141,2023-10-13 00:00:00+00:00,309418,89.26,EMP-00015,1,2023,10,4,4,13,0,0,1027,3466.4799462245123,0.12142857142857143,0.30238095238095236,0.1738095238095238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9240923968741394,0.8134302526825887,0.4086345381526104
EMP-00142,Employee 0142,2024-12-24 00:00:00+00:00,306159,71.25,EMP-00011,1,2024,12,4,1,24,0,0,589,4296.968421052631,0.1380952380952381,0.20238095238095238,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8996685658399861,-0.4333679473866391,-0.4708835341365462
EMP-00143,Employee 0143,2025-05-07 00:00:00+00:00,62277,77.45,EMP-00011,1,2025,5,2,2,7,0,0,455,804.0929632020658,0.1357142857142857,0.04047619047619048,0.19285714285714287,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.928049372261078,-0.004153686396677206,-0.7399598393574297
EMP-00144,Employee 0144,2023-02-12 00:00:00+00:00,236335,75.01,EMP-00014,1,2023,2,1,6,12,0,0,1270,3150.713238234902,0.10952380952380952,0.30238095238095236,0.22857142857142856,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37638854800361976,-0.17307026652821036,0.8965863453815262
EMP-00145,Employee 0145,2024-12-06 00:00:00+00:00,177530,80.33,EMP-00011,1,2024,12,4,4,6,0,0,607,2210.008714054525,0.1380952380952381,0.15,0.1738095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.06431209144510165,0.1952232606438208,-0.4347389558232932
EMP-00146,Employee 0146,2025-08-09 00:00:00+00:00,65672,83.06,EMP-00003,1,2025,8,3,5,9,0,0,361,790.6573561281001,0.13095238095238096,0.15,0.19285714285714287,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.9026063202939253,0.3842159916926268,-0.928714859437751
EMP-00147,Employee 0147,2024-07-18 00:00:00+00:00,262576,77.51,EMP-00014,1,2024,7,3,3,18,0,0,748,3387.6403044768413,0.1357142857142857,0.15,0.20714285714285716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5730457281715289,0.0,-0.15160642570281124
EMP-00148,Employee 0148,2023-09-06 00:00:00+00:00,219193,99.0,EMP-00008,1,2023,9,3,2,6,0,0,1064,2214.070707070707,0.1357142857142857,0.2261904761904762,0.1976190476190476,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24792174481630602,1.4877120110764959,0.48293172690763053
EMP-00149,Employee 0149,2023-04-01 00:00:00+00:00,118904,94.06,EMP-00013,1,2023,4,2,5,1,1,0,1222,1264.1292791834999,0.13095238095238096,0.30238095238095236,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.5036712562834783,1.1457251644167523,0.8002008032128514
EMP-00150,Employee 0150,2024-11-09 00:00:00+00:00,185377,71.35,EMP-00014,1,2024,11,4,5,9,0,0,634,2598.135949544499,0.10952380952380952,0.30238095238095236,0.1738095238095238,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0055045424653530454,-0.4264451367255111,-0.38052208835341367
EMP-00151,Employee 0151,2023-04-15 00:00:00+00:00,143569,92.17,EMP-00001,1,2023,4,2,5,15,0,0,1208,1557.65433438212,0.13095238095238096,0.07857142857142857,0.1738095238095238,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.3188250481038556,1.0148840429214254,0.7720883534136547
EMP-00152,Employee 0152,2025-03-17 00:00:00+00:00,108251,90.98,EMP-00013,1,2025,3,1,0,17,0,0,506,1189.8329303143548,0.1357142857142857,0.2261904761904762,0.22857142857142856,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.5835077312779045,0.9325025960539973,-0.6375502008032129
EMP-00153,Employee 0153,2025-03-07 00:00:00+00:00,164335,63.21,EMP-00002,1,2025,3,1,4,7,0,0,516,2599.825976902389,0.10952380952380952,0.2261904761904762,0.22857142857142856,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.163199004760736,-0.9899619245413636,-0.6174698795180723
EMP-00154,Employee 0154,2024-02-22 00:00:00+00:00,209369,54.41,EMP-00012,1,2024,2,1,3,22,0,0,895,3847.987502297372,0.11428571428571428,0.2261904761904762,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.17429802095023617,-1.5991692627206644,0.14357429718875503
EMP-00155,Employee 0155,2024-09-05 00:00:00+00:00,61862,80.06,EMP-00010,1,2024,9,3,3,5,0,0,699,772.6954783912066,0.1357142857142857,0.30238095238095236,0.1976190476190476,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.9311594949610391,0.17653167185877439,-0.25
EMP-00156,Employee 0156,2024-03-13 00:00:00+00:00,231066,76.24,EMP-00003,1,2024,3,1,2,13,0,0,875,3030.771248688353,0.1357142857142857,0.2261904761904762,0.19285714285714287,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.33690123112146153,-0.08791969539633157,0.10341365461847389
EMP-00157,Employee 0157,2025-02-07 00:00:00+00:00,181680,50.43,EMP-00014,1,2025,2,1,4,7,0,0,544,3602.61748958953,0.13095238095238096,0.15,0.1738095238095238,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.03321086444548948,-1.874697127033575,-0.5612449799196787
EMP-00158,Employee 0158,2023-02-17 00:00:00+00:00,200087,79.11,EMP-00007,1,2023,2,1,4,17,0,0,1265,2529.2251295664264,0.1357142857142857,0.30238095238095236,0.20714285714285716,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1047361922730313,0.11076497057805423,0.8865461847389559
EMP-00159,Employee 0159,2024-05-30 00:00:00+00:00,87394,78.22,EMP-00006,1,2024,5,2,3,30,0,0,797,1117.284581948351,0.1357142857142857,0.20238095238095238,0.20714285714285716,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7398157533335457,0.04915195569401131,-0.05321285140562249
EMP-00160,Employee 0160,2024-02-13 00:00:00+00:00,89677,71.02,EMP-00015,1,2024,2,1,1,13,0,0,904,1262.700647704872,0.11428571428571428,0.20238095238095238,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.7227063313479759,-0.44929041190723473,0.16164658634538154
EMP-00161,Employee 0161,2024-04-01 00:00:00+00:00,194768,95.07,EMP-00009,1,2024,4,2,0,1,1,0,856,2048.679920058904,0.10952380952380952,0.07857142857142857,0.20714285714285716,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06487416181256452,1.2156455520941487,0.06526104417670683
EMP-00162,Employee 0162,2025-07-26 00:00:00+00:00,220733,75.25,EMP-00004,1,2025,7,3,5,26,0,0,375,2933.328903654485,0.11428571428571428,0.2261904761904762,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25946292302821033,-0.15645552094150253,-0.9006024096385542
EMP-00163,Employee 0163,2024-05-19 00:00:00+00:00,220219,73.37,EMP-00013,0,2024,5,2,6,19,0,0,808,3001.4856208259503,0.1357142857142857,0.2261904761904762,0.22857142857142856,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2556108674431981,-0.2866043613707164,-0.03112449799196787
EMP-00164,Employee 0164,2024-01-05 00:00:00+00:00,54753,77.72,EMP-00003,1,2024,1,1,4,5,0,0,943,704.4904786412764,0.12142857142857143,0.20238095238095238,0.20714285714285716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.9844362715249532,0.014537902388369238,0.2399598393574297
EMP-00165,Employee 0165,2024-11-26 00:00:00+00:00,176836,62.72,EMP-00010,1,2024,11,4,1,26,0,0,617,2819.451530612245,0.11428571428571428,0.30238095238095236,0.1976190476190476,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.06951311591202475,-1.0238836967808929,-0.4146586345381526
EMP-00166,Employee 0166,2025-06-16 00:00:00+00:00,91365,67.64,EMP-00007,1,2025,6,2,0,16,0,0,415,1350.7539917208753,0.1357142857142857,0.20238095238095238,0.22857142857142856,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.7100560009442782,-0.6832814122533748,-0.820281124497992
EMP-00167,Employee 0167,2025-03-20 00:00:00+00:00,197103,46.72,EMP-00013,1,2025,3,1,3,20,0,0,503,4218.814212328767,0.13095238095238096,0.2261904761904762,0.20714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08237328591957523,-2.1315334025614394,-0.643574297188755
EMP-00168,Employee 0168,2024-12-01 00:00:00+00:00,265113,81.96,EMP-00003,1,2024,12,4,6,1,1,0,612,3234.6632503660326,0.1357142857142857,0.30238095238095236,0.19285714285714287,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5920586951349063,0.30806507442021364,-0.4246987951807229
EMP-00169,Employee 0169,2025-07-03 00:00:00+00:00,308977,87.79,EMP-00009,1,2025,7,3,3,3,0,0,398,3519.5010821278047,0.12142857142857143,0.04047619047619048,0.1738095238095238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9207874231134576,0.711664935964001,-0.8544176706827309
EMP-00170,Employee 0170,2025-06-03 00:00:00+00:00,181237,80.82,EMP-00008,1,2025,6,2,1,3,0,0,428,2242.4771096263303,0.13095238095238096,0.2261904761904762,0.1976190476190476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.036530826749303504,0.2291450328833497,-0.7941767068273092
EMP-00171,Employee 0171,2023-07-30 00:00:00+00:00,182876,79.96,EMP-00008,1,2023,7,3,6,30,0,0,1102,2287.093546773387,0.11428571428571428,0.20238095238095238,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.024247715652348237,0.16960886119764537,0.5592369477911646
EMP-00172,Employee 0172,2023-07-15 00:00:00+00:00,208633,76.71,EMP-00010,1,2023,7,3,5,15,0,0,1117,2719.7627427975494,0.10952380952380952,0.30238095238095236,0.1738095238095238,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16878223707753387,-0.0553824852890281,0.5893574297188755
EMP-00173,Employee 0173,2024-04-02 00:00:00+00:00,62692,94.21,EMP-00006,1,2024,4,2,1,2,0,0,855,665.4495276509925,0.11428571428571428,0.20238095238095238,0.20714285714285716,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.9249392495611167,1.1561093804084444,0.06325301204819277
EMP-00174,Employee 0174,2024-10-30 00:00:00+00:00,140262,75.96,EMP-00006,1,2024,10,4,2,30,0,0,644,1846.52448657188,0.12142857142857143,0.30238095238095236,0.20714285714285716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3436086041731851,-0.10730356524749121,-0.3604417670682731
EMP-00175,Employee 0175,2025-07-22 00:00:00+00:00,133427,87.42,EMP-00005,1,2025,7,3,1,22,0,0,379,1526.275451841684,0.1357142857142857,0.04047619047619048,0.1738095238095238,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.3948319503279681,0.6860505365178257,-0.892570281124498
EMP-00176,Employee 0176,2023-04-10 00:00:00+00:00,201975,86.3,EMP-00004,1,2023,4,2,0,10,0,0,1213,2340.3823870220162,0.10952380952380952,0.04047619047619048,0.19285714285714287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.11888537698996329,0.6085150571131871,0.7821285140562249
EMP-00177,Employee 0177,2025-05-26 00:00:00+00:00,90458,62.4,EMP-00015,1,2025,5,2,0,26,0,0,436,1449.647435897436,0.11428571428571428,0.30238095238095236,0.20714285714285716,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7168533052547958,-1.046036690896504,-0.7781124497991968
EMP-00178,Employee 0178,2024-05-02 00:00:00+00:00,58303,84.75,EMP-00007,1,2024,5,2,3,2,0,0,825,687.9410029498525,0.11428571428571428,0.30238095238095236,0.22857142857142856,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.9578316074650439,0.5012114918656969,0.0030120481927710845
EMP-00179,Employee 0179,2024-10-05 00:00:00+00:00,140704,65.26,EMP-00006,1,2024,10,4,5,5,0,0,669,2156.052712228011,0.1357142857142857,0.30238095238095236,0.22857142857142856,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3402961361409373,-0.8480443059882308,-0.3102409638554217
EMP-00180,Employee 0180,2024-12-25 00:00:00+00:00,54494,71.35,EMP-00012,1,2024,12,4,2,25,0,0,588,763.7561317449195,0.1380952380952381,0.2261904761904762,0.20714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.9863772878605915,-0.4264451367255111,-0.47289156626506024
EMP-00181,Employee 0181,2023-08-02 00:00:00+00:00,239603,75.54,EMP-00002,1,2023,8,3,2,2,0,0,1099,3171.869208366428,0.1380952380952381,0.30238095238095236,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.40087982748186857,-0.1363793700242297,0.5532128514056225
EMP-00182,Employee 0182,2023-06-11 00:00:00+00:00,293856,91.31,EMP-00013,1,2023,6,2,6,11,0,0,1151,3218.223633775052,0.1380952380952381,0.30238095238095236,0.19285714285714287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8074665427613767,0.9553478712357211,0.6576305220883534
EMP-00183,Employee 0183,2023-12-11 00:00:00+00:00,234372,69.65,EMP-00001,1,2023,12,4,0,11,0,0,968,3364.996410624551,0.13095238095238096,0.20238095238095238,0.20714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.36167729291922485,-0.5441329179646933,0.2901606425702811
EMP-00184,Employee 0184,2025-08-16 00:00:00+00:00,125880,81.17,EMP-00001,1,2025,8,3,5,16,0,0,354,1550.8192682025378,0.13095238095238096,0.30238095238095236,0.20714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.4513912178378652,0.25337487019729976,-0.9427710843373494
EMP-00185,Employee 0185,2024-12-29 00:00:00+00:00,240163,60.37,EMP-00004,1,2024,12,4,6,29,0,0,584,3978.1845287394403,0.11428571428571428,0.30238095238095236,0.19285714285714287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.40507661955892466,-1.1865697473174108,-0.48092369477911645
EMP-00186,Employee 0186,2024-04-14 00:00:00+00:00,266579,75.48,EMP-00001,1,2024,4,2,6,14,0,0,843,3531.783253842077,0.12142857142857143,0.30238095238095236,0.1738095238095238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6030452972509138,-0.14053305642090688,0.0391566265060241
EMP-00187,Employee 0187,2025-01-27 00:00:00+00:00,291098,72.28,EMP-00008,1,2025,1,1,0,27,0,0,555,4027.365799667958,0.11428571428571428,0.2261904761904762,0.1738095238095238,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7867973417818754,-0.3620629975770164,-0.5391566265060241
EMP-00188,Employee 0188,2024-03-23 00:00:00+00:00,188434,91.41,EMP-00014,1,2024,3,1,5,23,0,0,865,2061.415600043759,0.1380952380952381,0.20238095238095238,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01740544571243356,0.9622706818968491,0.08333333333333333
EMP-00189,Employee 0189,2023-04-02 00:00:00+00:00,157623,69.29,EMP-00003,1,2023,4,2,6,2,0,0,1221,2274.8304228604416,0.12142857142857143,0.30238095238095236,0.20714285714285716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.21350055551287983,-0.5690550363447556,0.7981927710843374
EMP-00190,Employee 0190,2025-06-04 00:00:00+00:00,68471,60.35,EMP-00004,1,2025,6,2,2,4,0,0,427,1134.5650372825187,0.12142857142857143,0.15,0.22857142857142856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.881629854180211,-1.187954309449636,-0.7961847389558233
EMP-00191,Employee 0191,2025-04-09 00:00:00+00:00,172605,72.8,EMP-00002,1,2025,4,2,2,9,0,0,483,2370.9478021978025,0.11428571428571428,0.2261904761904762,0.19285714285714287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.10122137890849682,-0.3260643821391489,-0.6837349397590361
EMP-00192,Employee 0192,2025-05-10 00:00:00+00:00,65065,70.78,EMP-00007,0,2025,5,2,5,10,0,0,452,919.2568522181407,0.1357142857142857,0.07857142857142857,0.19285714285714287,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.9071553431345915,-0.46590515749394257,-0.7459839357429718
EMP-00193,Employee 0193,2024-09-08 00:00:00+00:00,151905,80.25,EMP-00007,1,2024,9,3,6,8,0,0,696,1892.8971962616822,0.11428571428571428,0.30238095238095236,0.1976190476190476,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2563528003282491,0.1896850121149182,-0.2560240963855422
EMP-00194,Employee 0194,2025-07-05 00:00:00+00:00,64872,92.1,EMP-00002,1,2025,7,3,5,5,0,0,396,704.3648208469056,0.1357142857142857,0.20238095238095238,0.19285714285714287,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.9086017375468626,1.0100380754586349,-0.858433734939759
EMP-00195,Employee 0195,2025-08-14 00:00:00+00:00,150218,73.89,EMP-00015,1,2025,8,3,3,14,0,0,356,2032.994992556503,0.12142857142857143,0.2261904761904762,0.1738095238095238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2689956364603806,-0.2506057459328489,-0.9387550200803213
EMP-00196,Employee 0196,2024-10-31 00:00:00+00:00,184657,81.62,EMP-00006,1,2024,10,4,3,31,0,1,643,2262.398921832884,0.11428571428571428,0.30238095238095236,0.1976190476190476,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.010900417992996602,0.2845275181723778,-0.36244979919678716
EMP-00197,Employee 0197,2025-02-05 00:00:00+00:00,139935,76.51,EMP-00004,1,2025,2,1,2,5,0,0,546,1828.9766043654422,0.1380952380952381,0.20238095238095238,0.19285714285714287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.34605923097532326,-0.06922810661128415,-0.5572289156626506
EMP-00198,Employee 0198,2024-10-23 00:00:00+00:00,138749,83.11,EMP-00012,0,2024,10,4,2,23,0,0,651,1669.4621585850077,0.11428571428571428,0.20238095238095238,0.20714285714285716,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.35494743705280274,0.3876773970231908,-0.3463855421686747
EMP-00199,Employee 0199,2024-01-06 00:00:00+00:00,248646,66.86,EMP-00010,1,2024,1,1,5,6,0,0,942,3718.9051749925216,0.12142857142857143,0.2261904761904762,0.22857142857142856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4686505252547584,-0.7372793354101765,0.23795180722891565
EMP-00200,Employee 0200,2023-08-18 00:00:00+00:00,314008,77.37,EMP-00001,1,2023,8,3,4,18,0,0,1083,4058.523975701176,0.13095238095238096,0.30238095238095236,0.1976190476190476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.958491103362867,-0.00969193492557982,0.5210843373493976
